"","rn","SYSTEM","RELEASE","CLASS","WMC","DIT","NOC","CBO","RFC","LCOM","CA","CE","NPM","LCOM3","LOC","DAM","MOA","MFA","CAM","IC","CBM","AMC","nextClass","nextLCOM","deltaLCOM","absDeltaLCOM"
"244","114928","jetty","7.6.0.RC1","org.eclipse.jetty.websocket.WebSocketClient$WebSocketFuture",20,1,0,11,50,118,3,9,17,0.7857,447,0,3,0,0.15,0,0,20.65,"org.eclipse.jetty.websocket.WebSocketClient$WebSocketFuture",88,-30,30
"245","114987","jetty","7.6.16.v20140903","org.eclipse.jetty.websocket.WebSocketClientFactory",22,0,0,19,54,183,6,15,12,869,264,1,3,0,0.2041,0,0,10.6364,"org.eclipse.jetty.websocket.WebSocketClientFactory",83,-100,100
"246","115187","jetty","7.1.6.v20100715","org.eclipse.jetty.websocket.WebSocketConnection",16,1,0,19,59,52,4,18,14,0.7185,423,0,4,0,0.2063,0,0,24.875,"org.eclipse.jetty.websocket.WebSocketConnection",1,-51,51
"247","115316","jetty","7.6.16.v20140903","org.eclipse.jetty.websocket.WebSocketConnectionD00",49,0,1,22,97,1044,2,21,42,0.9438,732,0.8,3,0,0.1515,0,0,13.7347,"org.eclipse.jetty.websocket.WebSocketConnectionD00",96,-948,948
"248","115497","jetty","7.6.16.v20140903","org.eclipse.jetty.websocket.WebSocketConnectionD06",41,0,1,27,76,562,5,26,14,0.9731,600,0.5926,9,0,0.1417,0,0,12.9756,"org.eclipse.jetty.websocket.WebSocketConnectionD06",496,-66,66
"249","115626","jetty","7.6.16.v20140903","org.eclipse.jetty.websocket.WebSocketConnectionD06$FrameConnectionD06",32,1,0,6,69,374,1,6,30,0.8468,332,0,1,0,0.2266,0,0,9.25,"org.eclipse.jetty.websocket.WebSocketConnectionD06$FrameConnectionD06",322,-52,52
"250","115747","jetty","7.6.16.v20140903","org.eclipse.jetty.websocket.WebSocketConnectionD08",54,0,1,27,107,927,5,26,16,0.9719,900,0.5385,9,0,0.1179,0,0,14.9444,"org.eclipse.jetty.websocket.WebSocketConnectionD08",799,-128,128
"251","115841","jetty","7.6.16.v20140903","org.eclipse.jetty.websocket.WebSocketConnectionD08$WSFrameConnection",32,1,0,7,78,224,1,7,30,0.6613,386,0.5,1,0,0.2266,0,0,11,"org.eclipse.jetty.websocket.WebSocketConnectionD08$WSFrameConnection",193,-31,31
"252","115947","jetty","7.5.4.v20111024","org.eclipse.jetty.websocket.WebSocketConnectionD13",59,0,0,31,123,931,8,29,15,0.9783,1010,0.5217,10,0,0.0985,0,0,15.339,"org.eclipse.jetty.websocket.WebSocketConnectionD13",822,-109,109
"253","115994","jetty","7.6.0.RC1","org.eclipse.jetty.websocket.WebSocketConnectionD13$WSFrameConnection",32,1,0,7,75,224,1,7,30,0.6613,376,0,1,0,0.2266,0,0,10.6875,"org.eclipse.jetty.websocket.WebSocketConnectionD13$WSFrameConnection",193,-31,31
"254","116045","jetty","7.6.16.v20140903","org.eclipse.jetty.websocket.WebSocketConnectionRFC6455",55,0,2,29,110,943,7,26,16,979,968,0.4667,9,0,0.1173,0,0,15.7818,"org.eclipse.jetty.websocket.WebSocketConnectionRFC6455",899,-44,44
"255","116198","jetty","7.6.16.v20140903","org.eclipse.jetty.websocket.WebSocketFactory",24,0,0,24,91,192,6,22,17,0.7585,763,1,2,0,0.2174,0,0,30.4167,"org.eclipse.jetty.websocket.WebSocketFactory",0,-192,192
"256","117930","jetty","8.1.16.v20140903","org.eclipse.jetty.xml.XmlConfiguration",18,1,0,8,60,89,3,8,11,0.8182,566,1,2,0,0.1471,0,0,29.8333,"org.eclipse.jetty.xml.XmlConfiguration",51,-38,38
"257","118161","jetty","9.0.5.v20130815","org.eclipse.jetty.xml.XmlConfiguration$JettyXmlConfiguration",21,1,0,9,111,114,1,9,4,0.6,2002,1,1,0,0.2698,0,0,94.1429,"org.eclipse.jetty.xml.XmlConfiguration$JettyXmlConfiguration",72,-42,42
"258","118291","jetty","9.1.2.v20140210","org.eclipse.jetty.xml.XmlParser",20,1,0,8,65,118,3,6,12,0.8224,387,1,0,0,0.1754,0,0,17.95,"org.eclipse.jetty.xml.XmlParser",89,-29,29
"259","119798","jetty","6.1.4","org.mortbay.io.bio.StreamEndPoint",25,1,2,4,36,242,2,2,25,0.75,232,0,0,0,272,0,0,8.2,"org.mortbay.io.bio.StreamEndPoint",218,-24,24
"260","120600","jetty","6.1.2","org.mortbay.io.nio.SelectorManager",29,0,1,7,43,284,4,5,15,0.8724,281,1,1,0,0.1437,0,0,8.4483,"org.mortbay.io.nio.SelectorManager",167,-117,117
"261","120976","jetty","6.0.1","org.mortbay.jetty.AbstractConnector",70,0,2,15,115,2153,3,13,62,0.9574,1038,0.6471,1,0,119,0,0,13.3429,"org.mortbay.jetty.AbstractConnector",1681,-472,472
"262","121067","jetty","6.1.0","org.mortbay.jetty.AbstractGenerator",38,1,1,15,74,413,4,11,30,0.9334,687,0.8214,8,0,0.1858,0,0,16.3421,"org.mortbay.jetty.AbstractGenerator",335,-78,78
"263","121290","jetty","6.1.0","org.mortbay.jetty.Connector",47,1,0,19,47,1081,15,6,47,2,47,0,0,0,0.1854,0,0,0,"org.mortbay.jetty.Connector",1035,-46,46
"264","121376","jetty","6.1.0","org.mortbay.jetty.deployer.ContextDeployer",22,0,0,14,69,179,2,14,13,0.8095,345,875,4,0,0.2045,0,0,14.3182,"org.mortbay.jetty.deployer.ContextDeployer",138,-41,41
"265","121660","jetty","6.1.2","org.mortbay.jetty.Generator",24,1,0,7,24,276,5,2,24,1.0435,26,0,0,0,0.2188,0,0,0,"org.mortbay.jetty.Generator",231,-45,45
"266","121837","jetty","6.1.0","org.mortbay.jetty.handler.ContextHandler",67,0,2,40,191,1913,22,21,54,0.9495,1562,0.8889,4,0,0.0736,0,0,21.9104,"org.mortbay.jetty.handler.ContextHandler",1711,-202,202
"267","122397","jetty","6.1.2","org.mortbay.jetty.handler.ResourceHandler",15,0,0,17,64,71,0,17,12,0.7571,387,0,4,0,0.2762,0,0,24.4667,"org.mortbay.jetty.handler.ResourceHandler",29,-42,42
"268","122488","jetty","6.1.18","org.mortbay.jetty.handler.StatisticsHandler",19,0,0,4,30,107,0,4,17,0.8803,328,0,0,0,0.2421,0,0,15.5789,"org.mortbay.jetty.handler.StatisticsHandler",64,-43,43
"269","122541","jetty","6.0.1","org.mortbay.jetty.HttpConnection",52,1,0,48,136,1026,32,23,28,0.9419,887,963,13,0,0.1235,0,0,15.5385,"org.mortbay.jetty.HttpConnection",844,-182,182
"270","122882","jetty","6.1.6","org.mortbay.jetty.HttpFields",47,1,0,31,153,857,17,19,43,0.8604,2030,0.7895,2,0,0.1757,0,0,41.7872,"org.mortbay.jetty.HttpFields",749,-108,108
"271","123171","jetty","6.0.1","org.mortbay.jetty.HttpGenerator",37,1,0,28,102,162,8,20,28,0.8551,2005,0.8108,5,0,0.1583,0,0,52.1892,"org.mortbay.jetty.HttpGenerator",0,-162,162
"272","123888","jetty","6.0.2","org.mortbay.jetty.MimeTypes",11,1,0,15,36,33,11,4,9,0.9929,532,0.4048,13,0,0.5333,0,0,43.5455,"org.mortbay.jetty.MimeTypes",12,-21,21
"273","124170","jetty","6.0.1","org.mortbay.jetty.nio.SelectChannelConnector",21,0,0,9,48,156,3,8,11,0.85,237,1,1,0,0.1429,0,0,10.0952,"org.mortbay.jetty.nio.SelectChannelConnector",69,-87,87
"274","124396","jetty","6.1.0","org.mortbay.jetty.Request",111,1,0,60,263,5195,40,28,107,0.9586,2323,1,6,0,0.0736,0,0,19.5225,"org.mortbay.jetty.Request",4751,-444,444
"275","125834","jetty","6.1.11","org.mortbay.jetty.security.JDBCUserRealm",11,0,0,6,51,43,0,6,10,0.7842,465,1,0,0,0.3636,0,0,39.5455,"org.mortbay.jetty.security.JDBCUserRealm",24,-19,19
"276","125950","jetty","6.1.2","org.mortbay.jetty.security.SecurityHandler",17,0,1,27,90,64,9,21,15,0.8403,840,0.7778,5,0,0.1771,0,0,47.8824,"org.mortbay.jetty.security.SecurityHandler",45,-19,19
"277","126611","jetty","6.1.2","org.mortbay.jetty.servlet.AbstractSessionManager",57,0,1,15,109,1432,3,13,50,0.9472,772,0.9545,3,0,0.1607,0,0,12.1579,"org.mortbay.jetty.servlet.AbstractSessionManager",1269,-163,163
"278","126750","jetty","6.1.2","org.mortbay.jetty.servlet.AbstractSessionManager$Session",37,1,1,7,78,372,4,4,21,0.8651,729,0.0714,1,0,0.1926,0,0,18.3243,"org.mortbay.jetty.servlet.AbstractSessionManager$Session",266,-106,106
"279","126829","jetty","6.1.1rc1","org.mortbay.jetty.servlet.Context",16,0,1,12,36,44,3,11,15,0.8286,232,0.4286,3,0,224,0,0,13.0625,"org.mortbay.jetty.servlet.Context",23,-21,21
"280","127050","jetty","5.1.15","org.mortbay.jetty.servlet.Dispatcher",11,1,0,21,65,37,7,17,5,0.96,536,0,3,0,0.3429,0,0,45.4545,"org.mortbay.jetty.servlet.Dispatcher",10,-27,27
"281","127430","jetty","6.1.2","org.mortbay.jetty.servlet.HashSessionIdManager",15,0,0,6,48,49,1,5,13,0.8878,359,0.8571,0,0,0.3,0,0,22.4667,"org.mortbay.jetty.servlet.HashSessionIdManager",26,-23,23
"282","127469","jetty","6.1.0","org.mortbay.jetty.servlet.HashSessionManager",17,0,0,8,50,34,3,8,8,0.6458,320,1,0,0,0.2017,0,0,17.6471,"org.mortbay.jetty.servlet.HashSessionManager",1,-33,33
"283","127640","jetty","5.1.15","org.mortbay.jetty.servlet.Holder",22,2,2,8,45,151,3,5,18,0.8869,246,875,1,0.4865,0.3333,1,6,9.8182,"org.mortbay.jetty.servlet.Holder",127,-24,24
"284","127902","jetty","6.1.0","org.mortbay.jetty.servlet.ServletHandler",52,0,0,33,183,1156,13,25,45,0.9252,2024,0.5556,7,0,0.1079,0,0,37.4038,"org.mortbay.jetty.servlet.ServletHandler",1006,-150,150
"285","128055","jetty","6.1.2","org.mortbay.jetty.servlet.ServletHolder",27,0,0,20,81,231,10,13,23,0.8669,850,0.7692,2,0,0.1448,0,0,30,"org.mortbay.jetty.servlet.ServletHolder",172,-59,59
"286","128411","jetty","6.1.2","org.mortbay.jetty.SessionManager",32,1,0,7,32,496,5,3,31,1.0282,43,0,0,0,0.1864,0,0,0.0938,"org.mortbay.jetty.SessionManager",378,-118,118
"287","128545","jetty","6.1.1rc1","org.mortbay.jetty.webapp.TagLibConfiguration",13,1,0,8,67,54,0,8,9,0.7778,527,0,1,0,0.2179,0,0,39.3077,"org.mortbay.jetty.webapp.TagLibConfiguration",22,-32,32
"288","128627","jetty","6.1.0","org.mortbay.jetty.webapp.WebAppContext",63,0,0,29,190,1647,9,23,54,0.9348,2061,0.8,1,0,0.0917,0,0,31.3175,"org.mortbay.jetty.webapp.WebAppContext",1274,-373,373
"289","128715","jetty","6.0.1","org.mortbay.jetty.webapp.WebXmlConfiguration",35,1,0,32,187,539,0,32,9,0.9132,2114,619,2,0,0.3314,0,0,58.8,"org.mortbay.jetty.webapp.WebXmlConfiguration",460,-79,79
"290","128937","jetty","6.1.14","org.mortbay.log.Slf4jLog",13,1,0,2,28,20,0,2,11,0.7798,504,0.7857,0,0,0.4167,0,0,36.6923,"org.mortbay.log.Slf4jLog",0,-20,20
"291","129206","jetty","6.1.0","org.mortbay.resource.Resource",33,1,1,37,83,504,32,10,30,0.9063,601,0,0,0,0.1641,0,0,17.1212,"org.mortbay.resource.Resource",443,-61,61
"292","130554","jetty","6.1.2","org.mortbay.util.ajax.JSON",25,1,0,7,73,300,1,6,8,875,877,0,0,0,0.1169,0,0,34.04,"org.mortbay.util.ajax.JSON",253,-47,47
"293","131361","jetty","6.1.0","org.mortbay.util.IO",19,0,0,10,51,161,5,7,18,0.9111,379,0.4,2,0,0.1825,0,0,18.6842,"org.mortbay.util.IO",110,-51,51
"294","132038","jetty","5.1.15","org.mortbay.util.QuotedStringTokenizer",18,2,0,7,30,121,7,0,18,0.5561,716,1,0,0.4167,0.3889,1,2,38.1667,"org.mortbay.util.QuotedStringTokenizer",79,-42,42
"295","132230","jetty","6.1.2","org.mortbay.util.Scanner",22,1,0,5,70,141,1,5,17,0.8466,544,1,0,0,0.1818,0,0,23.3182,"org.mortbay.util.Scanner",111,-30,30
"296","132885","jetty","6.0.2","org.mortbay.util.UrlEncoded",22,0,0,6,66,231,0,6,22,2,1289,0,0,0,0.25,0,0,57.5909,"org.mortbay.util.UrlEncoded",153,-78,78
"297","133037","jetty","6.1.0","org.mortbay.xml.XmlParser",18,1,0,8,61,109,5,4,12,0.8319,356,1,0,0,0.1852,0,0,18.3889,"org.mortbay.xml.XmlParser",86,-23,23
"298","133324","JMeter","1.7","org.apache.jmeter.assertions.Assertion",30,1,0,19,57,217,11,8,27,0.8966,471,0.6154,0,0,269,0,0,14.2667,"org.apache.jmeter.assertions.Assertion",0,-217,217
"299","133478","JMeter","1.6.1","org.apache.jmeter.config.Arguments",22,3,0,9,45,171,6,3,20,0.9286,218,0.5,0,0.7101,0.3571,2,8,8.6364,"org.apache.jmeter.config.Arguments",119,-52,52
"300","133616","JMeter","2.3.4","org.apache.jmeter.config.gui.ArgumentsPanel",28,0,0,12,98,222,2,10,12,0.8547,624,0.6923,0,0,0.2024,0,0,20.8214,"org.apache.jmeter.config.gui.ArgumentsPanel",195,-27,27
"301","133739","JMeter","1.7","org.apache.jmeter.config.LoginConfig",13,0,1,8,22,76,6,2,11,1.0208,87,0.25,0,0,0.4167,0,0,5.3846,"org.apache.jmeter.config.LoginConfig",15,-61,61
"302","133804","JMeter","1.9.1","org.apache.jmeter.control.GenericController",29,0,1,18,57,334,6,13,9,0.7959,321,1,0,0,0.1837,0,0,9.8276,"org.apache.jmeter.control.GenericController",279,-55,55
"303","134126","JMeter","1.9.1","org.apache.jmeter.control.LoopController",17,0,0,16,35,116,4,13,10,0.9375,153,1,0,0,225,0,0,7.7647,"org.apache.jmeter.control.LoopController",71,-45,45
"304","134772","JMeter","2.5","org.apache.jmeter.engine.StandardJMeterEngine",41,1,0,32,147,592,8,28,18,0.8857,1157,1,1,0,0.0933,0,0,26.878,"org.apache.jmeter.engine.StandardJMeterEngine",540,-52,52
"305","135511","JMeter","2.3.4","org.apache.jmeter.gui.AbstractJMeterGuiComponent",24,5,13,26,67,222,13,13,13,0.7913,290,1,2,0.9691,0.1988,3,6,10.875,"org.apache.jmeter.gui.AbstractJMeterGuiComponent",179,-43,43
"306","136211","JMeter","1.8","org.apache.jmeter.gui.action.Load",13,1,0,23,79,64,2,21,4,0.75,373,1,0,0,0.25,0,0,27.5385,"org.apache.jmeter.gui.action.Load",20,-44,44
"307","136839","JMeter","2.13","org.apache.jmeter.gui.GuiPackage",53,1,0,75,143,1060,55,27,49,0.8974,933,1,7,0,84,0,0,16.2642,"org.apache.jmeter.gui.GuiPackage",925,-135,135
"308","136955","JMeter","1.9.1","org.apache.jmeter.gui.MainFrame",27,6,0,32,116,153,23,14,19,859,518,1,1,0.9676,0.1331,2,2,17.7407,"org.apache.jmeter.gui.MainFrame",127,-26,26
"309","137127","JMeter","2.3.4","org.apache.jmeter.gui.NamePanel",19,5,0,11,45,149,4,8,13,0.8333,189,0.75,0,0.9746,0.2632,0,0,8.7368,"org.apache.jmeter.gui.NamePanel",66,-83,83
"310","137321","JMeter","2.9","org.apache.jmeter.gui.tree.JMeterTreeListener",29,1,0,29,78,316,20,12,22,0.8393,580,1,2,0,0.1456,0,0,18.7241,"org.apache.jmeter.gui.tree.JMeterTreeListener",189,-127,127
"311","137338","JMeter","2.3","org.apache.jmeter.gui.tree.JMeterTreeModel",15,2,0,30,63,105,17,15,12,2,404,0,0,0.7209,0.3048,1,1,25.9333,"org.apache.jmeter.gui.tree.JMeterTreeModel",78,-27,27
"312","137360","JMeter","1.9.1","org.apache.jmeter.gui.tree.JMeterTreeNode",16,2,0,33,39,106,25,11,15,0.9111,133,0.3333,1,791,0.2444,0,0,7.125,"org.apache.jmeter.gui.tree.JMeterTreeNode",73,-33,33
"313","137848","JMeter","2.11","org.apache.jmeter.gui.util.JSyntaxTextArea",33,0,0,8,72,520,5,3,31,933,225,1,0,0,0.2031,0,0,5.6061,"org.apache.jmeter.gui.util.JSyntaxTextArea",13,-507,507
"314","138019","JMeter","1.8","org.apache.jmeter.gui.util.TextAreaTableCellEditor",14,1,0,0,38,55,0,0,14,0.8718,178,0,0,0,0.2143,0,0,11.2857,"org.apache.jmeter.gui.util.TextAreaTableCellEditor",10,-45,45
"315","138223","JMeter","1.0.2","org.apache.jmeter.JMeter",15,6,0,4,140,69,0,4,5,0.8095,1511,0,2,0.9808,0.2095,0,0,98.1333,"org.apache.jmeter.JMeter",30,-39,39
"316","138575","JMeter","1.6.1","org.apache.jmeter.protocol.http.config.UrlConfig",23,0,0,15,60,253,10,5,22,1.0404,408,0,0,0,337,0,0,16.3478,"org.apache.jmeter.protocol.http.config.UrlConfig",215,-38,38
"317","138594","JMeter","1.6.1","org.apache.jmeter.protocol.http.control.HttpTestSample",16,0,0,13,44,60,4,9,12,0.8476,261,0.5714,1,0,0.3,0,0,14.875,"org.apache.jmeter.protocol.http.control.HttpTestSample",34,-26,26
"318","138661","JMeter","1.6.1","org.apache.jmeter.protocol.jdbc.config.DbConfig",12,0,0,7,22,66,5,2,11,1.0682,93,0,0,0,625,0,0,6.4167,"org.apache.jmeter.protocol.jdbc.config.DbConfig",36,-30,30
"319","139087","JMeter","2.3.2","org.apache.jmeter.reporters.ResultCollector",35,0,0,29,129,533,6,25,23,0.9567,877,0.9474,0,0,0.1471,0,0,23.5143,"org.apache.jmeter.reporters.ResultCollector",460,-73,73
"320","139207","JMeter","2.3.2","org.apache.jmeter.reporters.Summariser",16,0,0,16,61,96,2,14,12,0.8444,497,1,1,0,0.2074,0,0,29.5,"org.apache.jmeter.reporters.Summariser",69,-27,27
"321","139282","JMeter","1.8","org.apache.jmeter.samplers.AbstractSampler",7,0,0,5,19,21,0,5,2,1,72,0.5,0,0,375,0,0,9,"org.apache.jmeter.samplers.AbstractSampler",0,-21,21
"322","139411","JMeter","1.4","org.apache.jmeter.samplers.Cookie",14,1,0,1,18,37,1,0,13,0.7949,109,1,0,0,0.4107,0,0,6.3571,"org.apache.jmeter.samplers.Cookie",15,-22,22
"323","139675","JMeter","2.3.2","org.apache.jmeter.samplers.RemoteSampleListenerImpl",12,4,0,7,23,34,2,5,12,0.5455,110,0,2,0.6429,0.2917,0,0,8,"org.apache.jmeter.samplers.RemoteSampleListenerImpl",3,-31,31
"324","139907","JMeter","2.3","org.apache.jmeter.samplers.SampleResult",89,1,1,33,125,3178,27,7,83,0.9288,1201,0.9024,4,0,0.1343,0,0,12.0337,"org.apache.jmeter.samplers.SampleResult",3007,-171,171
"325","139953","JMeter","2.3","org.apache.jmeter.samplers.SampleSaveConfiguration",66,1,0,10,80,1565,8,3,64,0.9689,1464,0.97,1,0,0.2862,1,1,19.6667,"org.apache.jmeter.samplers.SampleSaveConfiguration",1454,-111,111
"326","140395","JMeter","2.13","org.apache.jmeter.save.CSVSaveService",20,1,0,25,185,160,3,24,12,1.0132,2006,0.9643,1,0,0.1118,0,0,97.9,"org.apache.jmeter.save.CSVSaveService",141,-19,19
"327","140513","JMeter","2.3.4","org.apache.jmeter.save.OldSaveService",21,1,0,24,142,190,3,22,6,1.0079,1202,0.8421,0,0,0.1071,0,0,55.3333,"org.apache.jmeter.save.OldSaveService",54,-136,136
"328","140553","JMeter","2.0.3","org.apache.jmeter.save.SaveService",26,1,0,29,138,251,7,22,16,0.8557,1705,0.9565,0,0,0.1018,0,0,63.6923,"org.apache.jmeter.save.SaveService",62,-189,189
"329","141243","JMeter","2.3.4","org.apache.jmeter.testbeans.gui.TestBeanGUI",15,0,0,15,91,19,3,13,10,0.8878,912,0.3214,0,0,0.2857,0,0,57.9333,"org.apache.jmeter.testbeans.gui.TestBeanGUI",0,-19,19
"330","141284","JMeter","2.9","org.apache.jmeter.testbeans.gui.TextAreaEditor",11,2,0,1,22,33,1,0,10,0.55,89,1,0,0.64,0.3636,1,1,6.9091,"org.apache.jmeter.testbeans.gui.TextAreaEditor",0,-33,33
"331","141369","JMeter","2.0.3","org.apache.jmeter.testbeans.TestBean",39,0,0,16,122,725,3,13,25,0.9605,529,0.25,0,0,0.1513,0,0,12.359,"org.apache.jmeter.testbeans.TestBean",0,-725,725
"332","141441","JMeter","2.3.4","org.apache.jmeter.testelement.AbstractScopedAssertion",8,0,0,3,13,28,2,1,8,1.1429,46,1,0,0,0.6875,0,0,4.25,"org.apache.jmeter.testelement.AbstractScopedAssertion",1,-27,27
"333","141550","JMeter","1.9.1","org.apache.jmeter.testelement.property.AbstractProperty",27,1,6,13,66,279,8,9,20,0.8173,451,1,0,0,0.1971,0,0,15.5556,"org.apache.jmeter.testelement.property.AbstractProperty",218,-61,61
"334","141746","JMeter","1.9.1","org.apache.jmeter.testelement.property.JMeterProperty",19,1,0,44,19,171,44,1,19,2,19,0,0,0,0.2544,0,0,0,"org.apache.jmeter.testelement.property.JMeterProperty",105,-66,66
"335","142168","JMeter","2.3RC4","org.apache.jmeter.testelement.TestPlan",30,0,0,29,64,407,11,18,28,0.9828,356,0.5,1,0,0.1648,0,0,10.4,"org.apache.jmeter.testelement.TestPlan",382,-25,25
"336","142354","JMeter","2.3.4","org.apache.jmeter.threads.gui.ThreadGroupGui",21,0,0,17,100,150,1,16,11,0.7467,832,1,4,0,0.2476,0,0,37.9048,"org.apache.jmeter.threads.gui.ThreadGroupGui",41,-109,109
"337","142392","JMeter","2.11","org.apache.jmeter.threads.JMeterContext",27,1,0,25,31,267,21,6,25,0.8654,190,1,7,0,0.1481,0,0,5.5926,"org.apache.jmeter.threads.JMeterContext",210,-57,57
"338","142480","JMeter","2.5","org.apache.jmeter.threads.JMeterThread",41,1,0,44,172,492,6,43,21,0.9111,1509,0.9259,8,0,0.0986,0,0,35.1463,"org.apache.jmeter.threads.JMeterThread",412,-80,80
"339","142727","JMeter","2.4","org.apache.jmeter.threads.SamplePackage",30,1,0,12,46,219,3,9,27,0.8495,349,1,1,0,0.1839,0,0,10.2667,"org.apache.jmeter.threads.SamplePackage",61,-158,158
"340","142758","JMeter","2.2","org.apache.jmeter.threads.TestCompiler",16,1,0,22,63,88,2,20,10,0.8333,426,0.8333,0,0,0.2,0,0,25.25,"org.apache.jmeter.threads.TestCompiler",61,-27,27
"341","142830","JMeter","1.7","org.apache.jmeter.threads.ThreadGroup",35,1,1,35,66,465,24,12,34,0.9307,384,0.4286,2,0,0.1273,0,0,9.5714,"org.apache.jmeter.threads.ThreadGroup",182,-283,283
"342","143071","JMeter","2.7","org.apache.jmeter.util.BeanShellTestElement",24,0,0,14,55,164,0,14,18,0.7228,443,1,1,0,0.2696,0,0,17.125,"org.apache.jmeter.util.BeanShellTestElement",141,-23,23
"343","143116","JMeter","2.8","org.apache.jmeter.util.BSFTestElement",17,0,0,14,43,106,0,14,10,0.6979,294,1,0,0,0.4792,0,0,15.9412,"org.apache.jmeter.util.BSFTestElement",9,-97,97
"344","143123","JMeter","2.2","org.apache.jmeter.util.Calculator",24,1,0,1,40,128,0,1,22,0.7884,437,1,0,0,0.2522,0,0,16.5833,"org.apache.jmeter.util.Calculator",86,-42,42
"345","143273","JMeter","2.11","org.apache.jmeter.util.JMeterUtils",71,1,0,128,205,2243,114,17,66,0.9348,1766,0.9375,0,0,0.0579,0,0,23.6479,"org.apache.jmeter.util.JMeterUtils",2183,-60,60
"346","143355","JMeter","2.8","org.apache.jmeter.util.JSR223TestElement",17,0,0,13,55,110,0,13,11,0.7188,340,1,0,0,0.3438,0,0,18.6471,"org.apache.jmeter.util.JSR223TestElement",48,-62,62
"347","143514","JMeter","1.5","org.apache.jmeter.util.ListedHashTree",51,1,0,1,77,789,1,0,49,0.12,1108,1,0,0,0.2418,1,1,20.6863,"org.apache.jmeter.util.ListedHashTree",690,-99,99
"348","144008","JMeter","2.3.2","org.apache.jmeter.visualizers.gui.AbstractVisualizer",20,0,0,16,60,104,3,16,11,0.8195,280,1,2,0,188,0,0,12.65,"org.apache.jmeter.visualizers.gui.AbstractVisualizer",67,-37,37
"349","144154","JMeter","2.7","org.apache.jmeter.visualizers.RunningSample",21,1,0,3,33,86,2,1,19,0.6773,523,1,0,0,0.25,0,0,23.381,"org.apache.jmeter.visualizers.RunningSample",62,-24,24
"350","144165","JMeter","2.1.1","org.apache.jmeter.visualizers.Sample",29,1,0,1,30,314,1,0,29,0.8452,233,0,0,0,0.2463,0,0,6.6207,"org.apache.jmeter.visualizers.Sample",129,-185,185
"351","144188","JMeter","2.2","org.apache.jmeter.visualizers.SamplingStatCalculator",34,1,0,5,81,187,0,5,30,0.7845,725,1,0,0,0.1818,0,0,20.0588,"org.apache.jmeter.visualizers.SamplingStatCalculator",97,-90,90
"352","144340","log4j","1.3alpha-1","org.apache.log4j.AppenderSkeleton",19,1,16,26,33,121,16,10,17,0.8765,202,1,6,0,203,0,0,9.1579,"org.apache.log4j.AppenderSkeleton",76,-45,45
"353","144858","log4j","1.2.17","org.apache.log4j.config.PropertyPrinter",11,1,0,8,44,49,0,8,6,0.66,353,1,0,0,0.2841,0,0,30.6364,"org.apache.log4j.config.PropertyPrinter",30,-19,19
"354","144882","log4j","1.3alpha-1","org.apache.log4j.config.PropertySetter",16,1,0,11,64,62,5,6,9,0.7867,798,0.4,1,0,0.3542,0,0,48.25,"org.apache.log4j.config.PropertySetter",33,-29,29
"355","145806","log4j","1.3alpha-6","org.apache.log4j.html.HTMLLayout",20,0,0,7,38,136,0,7,16,0.9028,595,0.7692,1,0,0.2039,0,0,28.1,"org.apache.log4j.html.HTMLLayout",101,-35,35
"356","145842","log4j","1.2.17","org.apache.log4j.jdbc.JDBCAppender",23,0,0,7,54,177,0,7,19,0.8081,334,1,0,0,0.2464,0,0,13.1304,"org.apache.log4j.jdbc.JDBCAppender",144,-33,33
"357","145860","log4j","1.2.16","org.apache.log4j.jmx.AbstractDynamicMBean",14,1,4,7,46,79,4,3,11,0.8718,253,0.3333,0,0,0.1688,0,0,16.8571,"org.apache.log4j.jmx.AbstractDynamicMBean",33,-46,46
"358","146184","log4j","1.3alpha-7","org.apache.log4j.Level",17,1,2,39,30,38,39,0,11,0.8423,320,0,8,0,0.2054,1,1,16.5882,"org.apache.log4j.Level",15,-23,23
"359","146772","log4j","1.2.4","org.apache.log4j.lf5.viewer.LogBrokerMonitor",105,1,0,55,321,4900,40,51,22,0.9599,2441,0.9655,5,0,0.0724,0,0,21.9714,"org.apache.log4j.lf5.viewer.LogBrokerMonitor",4796,-104,104
"360","147452","log4j","1.2.17","org.apache.log4j.LogManager",13,1,0,22,47,72,11,12,11,0.8214,222,0.2857,1,0,0.1071,0,0,15.5385,"org.apache.log4j.LogManager",0,-72,72
"361","147458","log4j","1.2.16","org.apache.log4j.LogMF",100,0,0,6,140,4940,0,6,88,0.2222,1656,0.8333,0,0,0.2148,0,0,15.5,"org.apache.log4j.LogMF",4758,-182,182
"362","147460","log4j","1.2.16","org.apache.log4j.LogSF",96,0,0,6,130,4554,0,6,88,0.5263,1421,0.5,0,0,0.2211,0,0,13.7813,"org.apache.log4j.LogSF",4372,-182,182
"363","147506","log4j","1.2.17","org.apache.log4j.NDC",14,1,0,4,44,61,2,2,10,0.6667,280,0,0,0,0.0769,0,0,18.7857,"org.apache.log4j.NDC",0,-61,61
"364","147576","log4j","1.2.17","org.apache.log4j.net.JMSAppender",30,0,0,5,57,341,0,5,24,0.9151,517,0,0,0,0.2867,0,0,15.8,"org.apache.log4j.net.JMSAppender",279,-62,62
