"","rn","SYSTEM","RELEASE","CLASS","WMC","DIT","NOC","CBO","RFC","LCOM","CA","CE","NPM","LCOM3","LOC","DAM","MOA","MFA","CAM","IC","CBM","AMC","nextClass","nextLCOM","deltaLCOM","absDeltaLCOM"
"898","452499","tomcat","8.0.5","org.apache.tomcat.util.net.Nio2Channel",26,1,1,18,44,181,15,3,24,0.8467,227,1,2,0,0.1833,0,0,7.5,"org.apache.tomcat.util.net.Nio2Channel",105,-76,76
"899","452574","tomcat","8.0.37","org.apache.tomcat.util.net.Nio2Endpoint",61,0,0,47,212,1458,24,29,41,931,1304,1,3,0,0.1077,0,0,20.0328,"org.apache.tomcat.util.net.Nio2Endpoint",256,-1202,1202
"900","452706","tomcat","8.0.5","org.apache.tomcat.util.net.Nio2Endpoint$Nio2SocketWrapper",27,0,0,9,38,247,6,3,24,0.7857,301,1,1,0,0.2016,0,0,9.8889,"org.apache.tomcat.util.net.Nio2Endpoint$Nio2SocketWrapper",6,-241,241
"901","453526","tomcat","7.0.64","org.apache.tomcat.util.net.NioChannel",25,1,1,23,48,232,21,3,23,0.8681,222,1,2,0,0.1875,0,0,7.64,"org.apache.tomcat.util.net.NioChannel",195,-37,37
"902","453590","tomcat","6.0.45","org.apache.tomcat.util.net.NioEndpoint",121,0,0,31,282,6416,16,27,105,0.9657,2244,0.8788,6,0,0.0858,0,0,17,"org.apache.tomcat.util.net.NioEndpoint",880,-5536,5536
"903","454206","tomcat","6.0.45","org.apache.tomcat.util.net.NioEndpoint$KeyAttachment",39,1,0,16,46,567,14,3,36,0.8891,366,1,3,0,188,0,0,8.0256,"org.apache.tomcat.util.net.NioEndpoint$KeyAttachment",313,-254,254
"904","454493","tomcat","8.0.37","org.apache.tomcat.util.net.NioEndpoint$Poller",17,1,0,25,126,30,12,17,10,0.6429,1183,0.8571,2,0,0.2484,0,0,68.1765,"org.apache.tomcat.util.net.NioEndpoint$Poller",0,-30,30
"905","454987","tomcat","7.0.72","org.apache.tomcat.util.net.NioSelectorPool",21,1,0,14,55,78,10,4,19,0.7864,603,1,1,0,0.3071,0,0,27.1905,"org.apache.tomcat.util.net.NioSelectorPool",58,-20,20
"906","455165","tomcat","4.1.40","org.apache.tomcat.util.net.PoolTcpEndpoint",54,1,0,10,125,937,3,10,41,0.9005,1086,0.7931,5,0,0.1089,0,0,18.5741,"org.apache.tomcat.util.net.PoolTcpEndpoint",399,-538,538
"907","455686","tomcat","8.0.21","org.apache.tomcat.util.net.SecureNio2Channel$FutureRead",9,1,1,3,20,24,2,2,8,375,178,0.5,1,0,0.2698,0,0,18.5556,"org.apache.tomcat.util.net.SecureNio2Channel$FutureRead",0,-24,24
"908","455897","tomcat","8.0.37","org.apache.tomcat.util.net.SecureNioChannel",25,0,0,11,84,44,4,7,20,0.7176,1059,1,1,0,0.1898,0,0,41,"org.apache.tomcat.util.net.SecureNioChannel",0,-44,44
"909","456249","tomcat","7.0.5","org.apache.tomcat.util.net.ServerSocketFactory",9,1,2,9,16,34,9,1,8,0.9375,48,1,1,0,0.2698,0,0,4.1111,"org.apache.tomcat.util.net.ServerSocketFactory",10,-24,24
"910","456436","tomcat","8.0.37","org.apache.tomcat.util.net.SocketProperties",55,1,0,7,75,1191,7,0,55,938,575,1,0,0,0.1909,0,0,9.0364,"org.apache.tomcat.util.net.SocketProperties",1001,-190,190
"911","456594","tomcat","8.0.0-RC10","org.apache.tomcat.util.net.SocketWrapper",43,1,2,54,58,715,53,1,43,0.9354,400,1,0,0,0.2093,0,0,7.814,"org.apache.tomcat.util.net.SocketWrapper",634,-81,81
"912","456874","tomcat","8.0.37","org.apache.tomcat.util.net.SSLImplementation",9,1,1,22,24,30,16,7,8,875,114,1,0,0,275,0,0,11.3333,"org.apache.tomcat.util.net.SSLImplementation",8,-22,22
"913","457727","tomcat","4.1.40","org.apache.tomcat.util.net.URL",21,1,0,0,51,68,0,0,19,0.6222,1188,1,0,0,254,0,0,55.1429,"org.apache.tomcat.util.net.URL",48,-20,20
"914","457995","tomcat","6.0.18","org.apache.tomcat.util.res.StringManager",13,1,0,39,35,62,38,1,9,0.3611,315,1,0,0,0.3889,0,0,23,"org.apache.tomcat.util.res.StringManager",20,-42,42
"915","458368","tomcat","8.0.33","org.apache.tomcat.util.scan.Jar",10,1,0,6,10,45,6,0,10,2,10,0,0,0,0.7,0,0,0,"org.apache.tomcat.util.scan.Jar",0,-45,45
"916","460125","tomcat","4.1.40","org.apache.tomcat.util.threads.ThreadPool",44,1,0,10,98,650,5,8,32,0.8979,920,0.7391,3,0,0.1326,0,0,19.3864,"org.apache.tomcat.util.threads.ThreadPool",60,-590,590
"917","460819","tomcat","5.0.1","org.apache.tomcat.util.threads.ThreadPoolMX",14,0,0,7,43,91,0,7,10,1.0385,239,0.5,0,0,0.2564,0,0,15.7857,"org.apache.tomcat.util.threads.ThreadPoolMX",3,-88,88
"918","462365","tomcat","7.0.72","org.apache.tomcat.websocket.FutureToSendHandler",12,1,0,4,26,42,2,3,11,0.6,167,1,1,0,303,0,0,12.5,"org.apache.tomcat.websocket.FutureToSendHandler",16,-26,26
"919","463380","tomcat","7.0.72","org.apache.tomcat.websocket.pojo.PojoMethodMapping",17,1,0,10,60,86,5,6,10,0.8819,816,1,3,0,0.1875,0,0,46.4706,"org.apache.tomcat.websocket.pojo.PojoMethodMapping",45,-41,41
"920","464840","tomcat","7.0.72","org.apache.tomcat.websocket.server.WsServerContainer",19,0,0,23,119,107,7,18,8,0.8547,831,1,1,0,0.1667,0,0,42.0526,"org.apache.tomcat.websocket.server.WsServerContainer",47,-60,60
"921","465478","tomcat","7.0.72","org.apache.tomcat.websocket.Util",23,1,0,20,100,195,10,12,4,0.7955,1142,1,0,0,0.1198,0,0,48.5652,"org.apache.tomcat.websocket.Util",104,-91,91
"922","465852","tomcat","7.0.72","org.apache.tomcat.websocket.WsFrameBase",35,1,2,19,101,229,5,16,1,0.7859,1697,1,3,0,0.1294,0,0,46.7714,"org.apache.tomcat.websocket.WsFrameBase",0,-229,229
"923","466144","tomcat","7.0.72","org.apache.tomcat.websocket.WsFrameClient",13,0,0,12,29,58,2,11,1,0.7667,150,1,1,0,0.2143,0,0,10.1538,"org.apache.tomcat.websocket.WsFrameClient",16,-42,42
"924","466667","tomcat","8.0.0-RC1","org.apache.tomcat.websocket.WsRemoteEndpointImplBase",37,1,2,22,111,586,14,14,22,0.8929,1100,0.9524,1,0,0.1407,0,0,28.1622,"org.apache.tomcat.websocket.WsRemoteEndpointImplBase",507,-79,79
"925","467455","tomcat","7.0.72","org.apache.tomcat.websocket.WsSession",49,1,0,24,124,928,10,17,34,0.8807,1207,1,3,0,0.0725,0,0,22.9592,"org.apache.tomcat.websocket.WsSession",693,-235,235
"926","467629","tomcat","7.0.72","org.apache.tomcat.websocket.WsWebSocketContainer",37,1,1,26,203,512,4,23,18,0.9444,1941,0.7308,0,0,0.1333,0,0,50.7568,"org.apache.tomcat.websocket.WsWebSocketContainer",341,-171,171
"927","468305","xerces","2.0.0","javax.xml.parsers.DocumentBuilder",12,1,1,0,22,66,0,0,11,2,100,0,0,0,0.2381,0,0,7.3333,"javax.xml.parsers.DocumentBuilder",45,-21,21
"928","468327","xerces","2.0.0","javax.xml.parsers.DocumentBuilderFactory",17,1,1,0,22,100,0,0,16,875,100,1,0,0,0.3676,0,0,4.5294,"javax.xml.parsers.DocumentBuilderFactory",14,-86,86
"929","468412","xerces","2.0.0","javax.xml.parsers.SAXParser",17,1,1,0,37,136,0,0,16,2,254,0,0,0,0.3088,0,0,13.9412,"javax.xml.parsers.SAXParser",28,-108,108
"930","468432","xerces","1.4.3","javax.xml.parsers.SAXParserFactory",12,1,1,0,40,52,0,0,8,0.8788,267,0.8333,0,0,0.4545,0,0,20.75,"javax.xml.parsers.SAXParserFactory",24,-28,28
"931","468957","xerces","2.2.0","org.apache.html.dom.HTMLDocumentImpl",35,0,0,62,85,575,55,12,30,0.9706,1034,0.8,5,0,0.2882,0,0,28.2571,"org.apache.html.dom.HTMLDocumentImpl",541,-34,34
"932","473230","xerces","2.9.0","org.apache.xerces.dom.AttributeMap",16,0,0,10,60,120,4,7,5,1.0667,1021,0,0,0,0.2375,0,0,62.75,"org.apache.xerces.dom.AttributeMap",10,-110,110
"933","473245","xerces","2.0.0","org.apache.xerces.dom.AttrImpl",39,0,2,14,95,461,10,5,25,0.8224,1108,0.75,1,0,0.1784,0,0,27.3077,"org.apache.xerces.dom.AttrImpl",114,-347,347
"934","473294","xerces","2.6.0","org.apache.xerces.dom.AttrNSImpl",16,0,2,14,46,92,5,10,11,0.88,465,0.4,0,0,0.4844,0,0,27.75,"org.apache.xerces.dom.AttrNSImpl",63,-29,29
"935","473339","xerces","1.0.0","org.apache.xerces.dom.CharacterDataImpl",11,0,2,6,25,55,2,4,10,1.05,220,0.5,1,0,0.4773,0,0,18.8182,"org.apache.xerces.dom.CharacterDataImpl",17,-38,38
"936","473411","xerces","1.0.4","org.apache.xerces.dom.ChildAndParentNode",27,0,3,29,73,123,18,13,14,0.7418,1032,0.8571,3,0,0.1991,0,0,36.963,"org.apache.xerces.dom.ChildAndParentNode",34,-89,89
"937","473490","xerces","2.0.0","org.apache.xerces.dom.CoreDocumentImpl",86,0,1,49,180,3281,45,23,56,0.9504,1588,0.8571,3,0,0.1157,0,0,17.3023,"org.apache.xerces.dom.CoreDocumentImpl",2492,-789,789
"938","473735","xerces","2.0.0","org.apache.xerces.dom.DeferredDocumentImpl",70,0,0,25,122,1839,15,24,51,0.8935,3048,0.9565,0,0,0.1964,0,0,42.2143,"org.apache.xerces.dom.DeferredDocumentImpl",1788,-51,51
"939","474188","xerces","1.4.2","org.apache.xerces.dom.DocumentImpl",73,0,3,52,182,2200,47,25,57,0.9444,1579,0.9375,2,0,0.1333,0,0,20.411,"org.apache.xerces.dom.DocumentImpl",457,-1743,1743
"940","474273","xerces","2.0.0","org.apache.xerces.dom.DocumentTypeImpl",17,0,1,10,29,88,7,4,16,0.8438,205,875,3,0,0.3824,0,0,10.5882,"org.apache.xerces.dom.DocumentTypeImpl",57,-31,31
"941","474345","xerces","2.0.0","org.apache.xerces.dom.DOMImplementationImpl",12,1,2,21,30,64,5,17,11,0.9091,209,0,1,0,0.2909,0,0,16.3333,"org.apache.xerces.dom.DOMImplementationImpl",13,-51,51
"942","474450","xerces","2.2.1","org.apache.xerces.dom.DOMNormalizer",37,1,0,41,130,604,2,41,27,0.9418,1474,1,12,0,0.1311,0,0,38.2703,"org.apache.xerces.dom.DOMNormalizer",313,-291,291
"943","474474","xerces","2.7.1","org.apache.xerces.dom.DOMNormalizer$XMLAttributesProxy",30,1,0,11,52,357,1,11,29,0.9103,258,1,4,0,0.2267,0,0,7.4333,"org.apache.xerces.dom.DOMNormalizer$XMLAttributesProxy",273,-84,84
"944","474546","xerces","1.0.0","org.apache.xerces.dom.ElementImpl",30,0,1,11,74,207,7,8,27,0.8793,622,0.8333,1,0,0.34,0,0,19.5333,"org.apache.xerces.dom.ElementImpl",105,-102,102
"945","474602","xerces","2.2.0","org.apache.xerces.dom.ElementNSImpl",12,0,3,14,38,38,4,11,5,0.7727,372,0.5,0,0,0.6389,0,0,29.6667,"org.apache.xerces.dom.ElementNSImpl",5,-33,33
"946","474638","xerces","2.2.0","org.apache.xerces.dom.EntityImpl",18,0,1,6,26,137,4,3,18,0.9542,185,0.8889,0,0,0.3889,0,0,8.7778,"org.apache.xerces.dom.EntityImpl",79,-58,58
"947","474665","xerces","1.4.4","org.apache.xerces.dom.EntityReferenceImpl",10,0,1,6,28,43,2,5,9,0.9444,113,0.5,0,0,325,0,0,10.1,"org.apache.xerces.dom.EntityReferenceImpl",8,-35,35
"948","474817","xerces","2.0.1","org.apache.xerces.dom.NamedNodeMapImpl",22,1,1,8,49,41,6,2,9,0.8435,595,0.8571,1,0,0.2273,0,0,25.7273,"org.apache.xerces.dom.NamedNodeMapImpl",11,-30,30
"949","474856","xerces","2.2.0","org.apache.xerces.dom.NodeImpl",80,1,3,48,118,2708,46,6,49,0.9765,1418,0.5714,1,0,124,0,0,16.4625,"org.apache.xerces.dom.NodeImpl",1936,-772,772
"950","475014","xerces","2.0.0","org.apache.xerces.dom.ParentNode",36,0,7,31,83,406,27,7,17,0.6214,1102,0.75,3,0,0.1515,0,0,29.5,"org.apache.xerces.dom.ParentNode",93,-313,313
"951","475214","xerces","2.0.0","org.apache.xerces.dom.RangeImpl",55,1,0,5,96,473,1,5,26,0.7989,2658,0,7,0,0.2465,0,0,47.0727,"org.apache.xerces.dom.RangeImpl",0,-473,473
"952","475322","xerces","2.2.0","org.apache.xerces.dom.TextImpl",15,0,2,16,44,105,12,5,13,1.0714,323,0,0,0,0.2476,0,0,20.4667,"org.apache.xerces.dom.TextImpl",15,-90,90
"953","475350","xerces","2.0.0","org.apache.xerces.dom.TreeWalkerImpl",23,1,0,1,32,115,1,0,15,0.6182,588,0.2,3,0,0.3217,0,0,24.3478,"org.apache.xerces.dom.TreeWalkerImpl",58,-57,57
"954","475982","xerces","1.4.2","org.apache.xerces.framework.XMLDocumentScanner",47,1,0,23,111,677,7,17,18,0.9447,2580,0.0702,15,0,0.1507,0,0,52.6809,"org.apache.xerces.framework.XMLDocumentScanner",649,-28,28
"955","476012","xerces","1.0.4","org.apache.xerces.framework.XMLDocumentScanner$EventHandler",18,1,0,7,18,153,6,1,18,2,18,0,0,0,0.3241,0,0,0,"org.apache.xerces.framework.XMLDocumentScanner$EventHandler",91,-62,62
"956","476090","xerces","1.0.4","org.apache.xerces.framework.XMLDTDScanner$EventHandler",34,1,0,3,34,561,2,1,34,2,34,0,0,0,0.3529,0,0,0,"org.apache.xerces.framework.XMLDTDScanner$EventHandler",351,-210,210
"957","476115","xerces","1.0.0","org.apache.xerces.framework.XMLParser",131,1,2,31,285,7213,8,26,83,0.9455,3568,1,22,0,0.0955,0,0,25.7328,"org.apache.xerces.framework.XMLParser",592,-6621,6621
"958","476194","xerces","2.0.2","org.apache.xerces.impl.dtd.DTDGrammar",95,1,0,39,150,3981,6,33,57,0.9484,4999,0.9324,17,0,0.0796,0,0,50.8421,"org.apache.xerces.impl.dtd.DTDGrammar",3887,-94,94
"959","476569","xerces","2.0.1","org.apache.xerces.impl.dtd.XMLDTDDescription",10,1,0,2,14,23,1,1,10,0.8519,80,1,0,0,0.55,1,2,6.4,"org.apache.xerces.impl.dtd.XMLDTDDescription",0,-23,23
"960","476600","xerces","2.9.0","org.apache.xerces.impl.dtd.XMLDTDLoader",22,0,1,32,74,159,5,27,17,0.9008,719,0.9167,3,0,0.1575,0,0,31.1364,"org.apache.xerces.impl.dtd.XMLDTDLoader",125,-34,34
"961","476608","xerces","2.5.0","org.apache.xerces.impl.dtd.XMLDTDProcessor",53,1,1,27,149,258,4,24,46,0.9433,1603,1,11,0,0.1357,0,0,28.5472,"org.apache.xerces.impl.dtd.XMLDTDProcessor",216,-42,42
"962","476621","xerces","2.0.1","org.apache.xerces.impl.dtd.XMLDTDValidator",72,1,0,37,234,562,1,36,54,0.9394,3763,1,26,0,0.1401,0,0,50.0278,"org.apache.xerces.impl.dtd.XMLDTDValidator",266,-296,296
"963","476818","xerces","2.0.0beta4","org.apache.xerces.impl.dv.dtd.ENTITYDatatypeValidator",10,0,0,9,24,37,2,7,9,0.7407,123,1,3,0,0.3,0,0,11,"org.apache.xerces.impl.dv.dtd.ENTITYDatatypeValidator",1,-36,36
"964","476838","xerces","2.0.0beta4","org.apache.xerces.impl.dv.dtd.IDDatatypeValidator",13,0,0,10,29,68,3,7,10,0.8833,134,1,2,0,0.2137,0,0,8.9231,"org.apache.xerces.impl.dv.dtd.IDDatatypeValidator",1,-67,67
"965","476858","xerces","2.0.0beta4","org.apache.xerces.impl.dv.dtd.IDREFDatatypeValidator",14,0,0,10,38,71,3,7,10,0.7179,219,1,2,0,0.2143,0,0,14.2143,"org.apache.xerces.impl.dv.dtd.IDREFDatatypeValidator",1,-70,70
"966","476884","xerces","2.0.0beta4","org.apache.xerces.impl.dv.dtd.ListDatatypeValidator",12,0,0,9,38,20,2,7,10,0.6263,565,0.8889,1,0,0.2738,0,0,45.3333,"org.apache.xerces.impl.dv.dtd.ListDatatypeValidator",0,-20,20
"967","476924","xerces","2.0.0beta4","org.apache.xerces.impl.dv.dtd.NOTATIONDatatypeValidator",8,0,0,6,15,26,2,4,7,0.7143,48,1,1,0,0.2857,0,0,4.875,"org.apache.xerces.impl.dv.dtd.NOTATIONDatatypeValidator",1,-25,25
"968","476947","xerces","2.0.0beta4","org.apache.xerces.impl.dv.dtd.StringDatatypeValidator",9,0,0,5,30,20,1,4,7,0.6154,616,0.9231,1,0,0.3016,0,0,66,"org.apache.xerces.impl.dv.dtd.StringDatatypeValidator",1,-19,19
"969","477976","xerces","2.0.2","org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl",60,1,0,52,136,748,3,50,37,0.9035,4954,0.4355,6,0,0.1624,0,0,80.5333,"org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl",676,-72,72
"970","478148","xerces","2.0.1","org.apache.xerces.impl.dv.XSSimpleType",12,1,0,32,12,66,26,7,12,1.0909,36,0,0,0,0.25,0,0,0,"org.apache.xerces.impl.dv.XSSimpleType",21,-45,45
"971","478516","xerces","2.0.0beta2","org.apache.xerces.impl.validation.Grammar",61,1,1,26,97,1588,6,20,25,0.9267,3683,0.98,10,0,0.0961,0,0,58.5574,"org.apache.xerces.impl.validation.Grammar",0,-1588,1588
"972","478582","xerces","2.0.0","org.apache.xerces.impl.validation.ValidationContext",10,1,0,38,10,45,38,0,10,2,10,0,0,0,0.85,0,0,0,"org.apache.xerces.impl.validation.ValidationContext",21,-24,24
"973","478607","xerces","2.0.0","org.apache.xerces.impl.validation.ValidationState",21,1,0,15,34,102,11,4,20,0.8389,209,1,3,0,275,0,0,8.5238,"org.apache.xerces.impl.validation.ValidationState",21,-81,81
"974","478724","xerces","2.9.0","org.apache.xerces.impl.XML11EntityScanner",13,0,0,10,37,78,1,9,13,2,4003,0,0,0,0.2692,0,0,306.9231,"org.apache.xerces.impl.XML11EntityScanner",0,-78,78
"975","478774","xerces","2.9.0","org.apache.xerces.impl.XMLDocumentFragmentScannerImpl",35,0,1,44,127,247,17,28,15,0.9468,1929,1,16,0,114,0,0,52.7714,"org.apache.xerces.impl.XMLDocumentFragmentScannerImpl",193,-54,54
"976","478844","xerces","2.0.0beta2","org.apache.xerces.impl.XMLDocumentScannerImpl",30,0,0,30,121,169,6,29,12,0.9655,1563,1,15,0,0.1353,0,0,49.2,"org.apache.xerces.impl.XMLDocumentScannerImpl",85,-84,84
"977","478999","xerces","2.9.0","org.apache.xerces.impl.XMLDTDScannerImpl",45,0,1,36,148,458,12,24,17,0.8629,3970,1,8,0,0.1266,0,0,86.5111,"org.apache.xerces.impl.XMLDTDScannerImpl",310,-148,148
"978","479039","xerces","2.2.0","org.apache.xerces.impl.XMLEntityManager",39,1,1,47,129,515,23,27,30,0.9572,2355,0.9375,8,0,0.1356,0,0,58.1538,"org.apache.xerces.impl.XMLEntityManager",260,-255,255
"979","479209","xerces","2.2.1","org.apache.xerces.impl.XMLEntityScanner",20,1,1,22,21,190,18,4,20,2,23,0,0,0,0.2417,0,0,0.15,"org.apache.xerces.impl.XMLEntityScanner",0,-190,190
"980","479231","xerces","2.2.0","org.apache.xerces.impl.XMLErrorReporter",19,1,0,34,42,117,25,9,18,0.9333,346,0.8,3,0,0.2167,0,0,16.4211,"org.apache.xerces.impl.XMLErrorReporter",61,-56,56
"981","479261","xerces","2.2.0","org.apache.xerces.impl.XMLNamespaceBinder",37,1,0,21,86,94,3,18,34,0.8785,970,1,7,0,0.1845,0,0,24.7838,"org.apache.xerces.impl.XMLNamespaceBinder",0,-94,94
"982","479312","xerces","2.2.0","org.apache.xerces.impl.XMLScanner",26,1,2,27,78,133,13,14,12,0.9048,1838,1,9,0,0.1867,0,0,68.5769,"org.apache.xerces.impl.XMLScanner",34,-99,99
"983","479332","xerces","2.3.0","org.apache.xerces.impl.XMLVersionDetector",23,1,0,36,81,179,1,35,19,0.9384,925,1,18,0,0.1434,0,0,37.8696,"org.apache.xerces.impl.XMLVersionDetector",0,-179,179
"984","479583","xerces","2.9.0","org.apache.xerces.impl.xpath.regex.ParserForXMLSchema",39,0,0,10,72,739,1,9,2,1,866,1,0,0,0.1842,0,0,21.0513,"org.apache.xerces.impl.xpath.regex.ParserForXMLSchema",277,-462,462
"985","479662","xerces","2.9.0","org.apache.xerces.impl.xpath.regex.RegularExpression",52,1,0,21,141,1096,2,20,20,0.9073,6643,0.1212,5,0,0.1923,1,1,126.1154,"org.apache.xerces.impl.xpath.regex.RegularExpression",541,-555,555
"986","480100","xerces","2.0.1","org.apache.xerces.impl.xs.AttributePSVImpl",17,1,0,6,27,66,1,5,17,0.8472,201,1,3,0,0.5294,0,0,10.2941,"org.apache.xerces.impl.xs.AttributePSVImpl",28,-38,38
"987","480146","xerces","2.0.1","org.apache.xerces.impl.xs.ElementPSVImpl",20,1,0,7,26,96,1,6,20,866,225,1,4,0,1,0,0,9.7,"org.apache.xerces.impl.xs.ElementPSVImpl",51,-45,45
"988","480398","xerces","2.0.2","org.apache.xerces.impl.xs.identity.XPathMatcher",15,1,2,27,41,37,7,20,12,0.8254,868,1,4,0,0.1818,0,0,55.6667,"org.apache.xerces.impl.xs.identity.XPathMatcher",11,-26,26
"989","480421","xerces","2.2.1","org.apache.xerces.impl.xs.models.CMBuilder",10,1,0,18,26,31,4,15,4,0.75,499,1,2,0,0.3333,0,0,48.5,"org.apache.xerces.impl.xs.models.CMBuilder",8,-23,23
"990","480607","xerces","2.5.0","org.apache.xerces.impl.xs.opti.DefaultDocument",34,0,1,3,36,561,1,2,34,2,179,0,0,0,0.4191,0,0,4.2647,"org.apache.xerces.impl.xs.opti.DefaultDocument",496,-65,65
"991","480732","xerces","2.5.0","org.apache.xerces.impl.xs.opti.SchemaParsingConfig",23,0,0,32,63,237,1,31,12,0.9673,624,1,11,0,0.1902,0,0,24.7391,"org.apache.xerces.impl.xs.opti.SchemaParsingConfig",89,-148,148
"992","480922","xerces","2.0.0","org.apache.xerces.impl.xs.SchemaGrammar",29,1,0,36,47,294,20,16,20,0.9152,559,0.5,13,0,0.1238,0,0,17.4483,"org.apache.xerces.impl.xs.SchemaGrammar",135,-159,159
"993","481407","xerces","2.0.0","org.apache.xerces.impl.xs.traversers.XSDHandler",27,1,0,49,135,149,18,45,4,0.8695,3673,0.6721,22,0,0.1559,0,0,132.7778,"org.apache.xerces.impl.xs.traversers.XSDHandler",122,-27,27
"994","481835","xerces","2.7.1","org.apache.xerces.impl.xs.XMLSchemaValidator",64,1,0,92,242,1178,19,76,35,0.9345,5217,0.9455,35,0,0.0964,0,0,78.7969,"org.apache.xerces.impl.xs.XMLSchemaValidator",1045,-133,133
"995","482094","xerces","2.0.0","org.apache.xerces.impl.xs.XSComplexTypeDecl",15,1,0,15,25,45,10,6,14,0.9248,342,0.1579,5,0,0.3778,0,0,20.5333,"org.apache.xerces.impl.xs.XSComplexTypeDecl",19,-26,26
"996","482114","xerces","2.0.0","org.apache.xerces.impl.xs.XSConstraints",30,1,0,27,76,435,8,19,13,1.0345,2179,0,0,0,0.1352,0,0,71.6,"org.apache.xerces.impl.xs.XSConstraints",21,-414,414
"997","482135","xerces","2.0.0","org.apache.xerces.impl.xs.XSDDescription",12,1,0,3,13,66,0,3,12,1.0909,45,0,0,0,1,0,0,2.0833,"org.apache.xerces.impl.xs.XSDDescription",33,-33,33
"998","482403","xerces","2.9.0","org.apache.xerces.jaxp.datatype.XMLGregorianCalendarImpl",70,2,0,5,152,1613,3,4,48,0.8477,3456,0.9767,0,0.3786,0.1159,2,11,47.7571,"org.apache.xerces.jaxp.datatype.XMLGregorianCalendarImpl",1585,-28,28
"999","482920","xerces","2.2.0","org.apache.xerces.parsers.AbstractDOMParser",47,0,2,36,221,179,5,31,37,898,3404,0.9796,10,0,187,0,0,70.383,"org.apache.xerces.parsers.AbstractDOMParser",0,-179,179
"1000","482943","xerces","2.2.0","org.apache.xerces.parsers.AbstractSAXParser",52,0,1,24,150,1044,1,23,46,0.9505,1516,1,8,0,0.11,0,0,27.75,"org.apache.xerces.parsers.AbstractSAXParser",631,-413,413
"1001","483029","xerces","2.2.0","org.apache.xerces.parsers.AbstractXMLDocumentParser",49,0,3,17,54,1168,3,14,47,0.9688,137,1,1,0,0.2214,0,0,1.7551,"org.apache.xerces.parsers.AbstractXMLDocumentParser",855,-313,313
"1002","483044","xerces","2.0.0","org.apache.xerces.parsers.BasicParserConfiguration",21,0,1,16,47,182,2,14,15,0.9867,332,1,5,0,0.1259,0,0,14.0952,"org.apache.xerces.parsers.BasicParserConfiguration",134,-48,48
"1003","483067","xerces","2.0.0alpha","org.apache.xerces.parsers.CachingParserPool",10,1,0,6,11,45,0,6,10,1.1111,36,1,2,0,0.4667,0,0,2.4,"org.apache.xerces.parsers.CachingParserPool",0,-45,45
"1004","483169","xerces","2.2.1","org.apache.xerces.parsers.DOMBuilderImpl",20,0,1,19,60,164,2,17,19,0.9842,773,1,1,0,0.15,0,0,37.15,"org.apache.xerces.parsers.DOMBuilderImpl",93,-71,71
"1005","483184","xerces","1.4.4","org.apache.xerces.parsers.DOMParser",63,0,1,27,227,829,6,21,42,0.8695,5933,0.9063,6,0,0.1521,0,0,92.6667,"org.apache.xerces.parsers.DOMParser",91,-738,738
"1006","483247","xerces","2.0.0","org.apache.xerces.parsers.DTDParser",59,0,0,11,60,1711,0,11,59,1.0172,93,1,1,0,0.2655,0,0,0.5593,"org.apache.xerces.parsers.DTDParser",406,-1305,1305
"1007","483331","xerces","1.4.4","org.apache.xerces.parsers.SAXParser",49,0,1,10,124,892,2,8,41,0.9,1384,1,6,0,0.1319,0,0,27.0408,"org.apache.xerces.parsers.SAXParser",6,-886,886
"1008","483439","xerces","2.0.1","org.apache.xerces.parsers.StandardParserConfiguration",21,0,2,39,68,194,7,32,9,0.9576,747,1,12,0,0.1964,0,0,33,"org.apache.xerces.parsers.StandardParserConfiguration",21,-173,173
"1009","483498","xerces","2.9.0","org.apache.xerces.parsers.XML11DTDConfiguration",35,0,0,44,115,469,0,44,23,0.9275,1689,1,29,0,0.1162,0,0,45.5429,"org.apache.xerces.parsers.XML11DTDConfiguration",437,-32,32
"1010","483504","xerces","2.9.0","org.apache.xerces.parsers.XML11NonValidatingConfiguration",35,0,0,38,101,469,0,38,23,0.9271,1459,1,23,0,0.1162,0,0,39.2571,"org.apache.xerces.parsers.XML11NonValidatingConfiguration",437,-32,32
"1011","483507","xerces","2.0.0alpha","org.apache.xerces.parsers.XMLDocumentParser",45,0,2,20,83,970,3,17,40,0.9481,390,1,5,0,0.1593,0,0,7.5111,"org.apache.xerces.parsers.XMLDocumentParser",6,-964,964
